match_id,times,rad_gold_adv,rad_xp_adv
31246,300,477,-433
31246,720,139,-492
31246,1500,-4507,-8078
31247,300,-1293,-397
31247,720,-2064,-1615
31247,1500,-5918,-9470
31248,300,752,379
31248,720,3872,3891
31248,1500,11779,14162
31249,300,475,472
31249,720,-1031,-346
31249,1500,4699,10581
31250,300,1664,1278
31250,720,3456,5398
31250,1500,6485,8445
31251,300,1337,1645
31251,720,4254,3063
31251,1500,12771,9718
31252,300,12,-370
31252,720,-515,-820
31252,1500,232,-380
31253,300,873,1234
31253,720,4247,5127
31253,1500,26284,13536
31254,300,205,228
31254,720,654,1037
31254,1500,-1212,-6736
31255,300,-1030,-393
31255,720,-551,-148
31255,1500,1280,2895
31256,300,1241,867
31256,720,4720,4391
31256,1500,2531,-1324
31257,300,1170,1223
31257,720,841,2290
31257,1500,1456,2640
31258,300,961,-482
31258,720,-332,-3170
31258,1500,-389,-3585
31259,300,255,-445
31259,720,630,1065
31259,1500,13780,17886
31260,300,-370,413
31260,720,1674,-563
31260,1500,-1019,2021
31261,300,-917,-1186
31261,720,-4561,-4713
31261,1500,-7184,-4828
31262,300,-1475,-1136
31262,720,-3917,-2954
31262,1500,-4561,-5122
31263,300,-1702,-1339
31263,720,34,1170
31263,1500,-1690,-1365
31264,300,2625,872
31264,720,1077,1079
31264,1500,7375,11139
31265,300,-968,-1649
31265,720,-509,-2759
31265,1500,5686,6629
31266,300,1155,733
31266,720,3930,2424
31266,1500,15179,10010
31267,300,2751,1338
31267,720,6352,5057
31268,300,-974,451
31268,720,-4600,-1396
31268,1500,-5583,-3272
31269,300,-770,-834
31269,720,-1313,152
31269,1500,2811,4023
31270,300,1566,20
31270,720,3646,1627
31270,1500,8821,8422
31271,300,2270,1172
31271,720,501,1986
31271,1500,-1662,-2753
31272,300,102,797
31272,720,1,2690
31272,1500,-11229,-9948
31273,300,1033,1037
31273,720,-2004,-26
31273,1500,-927,-3032
31274,300,-16,652
31274,720,746,3073
31274,1500,7927,8549
31275,300,1110,1527
31275,720,3139,3809
31275,1500,8559,7225
31276,300,-1120,-617
31276,720,-1024,319
31276,1500,6258,9985
31277,300,-1226,-79
31277,720,-730,1545
31277,1500,2036,3457
31278,300,-171,-988
31278,720,57,-1111
31278,1500,3466,3500
31279,300,1670,1001
31279,720,2969,2154
31279,1500,6353,5771
31280,300,964,447
31280,720,-2283,-2874
31280,1500,-6942,-8508
31281,300,-656,-134
31281,720,-5402,-5052
31281,1500,-9389,-16249
31282,300,633,812
31282,720,1948,766
31282,1500,14954,12775
31283,300,-1327,-366
31283,720,922,-721
31283,1500,-1144,-7012
31284,300,-868,-774
31284,720,-1530,-2591
31284,1500,2451,2619
31285,300,-1445,-1918
31285,720,-8114,-7599
31285,1500,-21095,-18954
31286,300,-310,-580
31286,720,470,2181
31286,1500,-10754,-7570
31287,300,-741,540
31287,720,1619,2584
31287,1500,1855,100
31288,300,1429,203
31288,720,1020,-1791
31288,1500,-6129,-10925
31289,300,-108,417
31289,720,-1405,-2638
31289,1500,6767,8269
31290,300,-2977,-2351
31290,720,-5028,-3535
31290,1500,-21309,-20859
31291,300,-999,-713
31291,720,-2536,-129
31291,1500,-3151,-3256
31292,300,49,-13
31292,720,-1221,-465
31292,1500,-10257,-13259
31293,300,-606,-806
31293,720,813,679
31293,1500,-2265,-980
31294,300,1290,-166
31294,720,5094,1270
31294,1500,4292,-2208
31295,300,782,938
31295,720,1840,1284
31295,1500,4432,12785
31296,300,1234,-149
31296,720,-457,-429
31296,1500,2039,951
31297,300,1629,963
31297,720,1700,525
31297,1500,909,-1892
31298,300,-630,-169
31298,720,6607,4367
31298,1500,4251,6838
31299,300,-1333,-1159
31299,720,-5285,-4693
31299,1500,-10634,-12690
31300,300,821,1303
31300,720,2709,3589
31300,1500,-352,1543
31301,300,612,785
31301,720,48,-302
31301,1500,-5123,-8648
31302,300,-1052,539
31302,720,-1484,955
31302,1500,-5586,1192
31303,300,54,-413
31303,720,985,347
31303,1500,-449,1961
31304,300,1004,51
31304,720,-4210,-4142
31304,1500,-10304,-6079
31305,300,-1507,-930
31305,720,-1825,-506
31305,1500,-6505,-5183
31306,300,-1832,-251
31306,720,-1764,-1800
31306,1500,-3861,-5711
31307,300,684,-1113
31307,720,178,-3801
31307,1500,-2470,-8208
31308,300,1429,1256
31308,720,2525,3687
31308,1500,13071,17625
31309,300,-745,-534
31309,720,-2554,-3388
31309,1500,-15172,-16260
31310,300,852,290
31310,720,2820,52
31310,1500,6105,7814
31311,300,813,1123
31311,720,3294,4795
31311,1500,1748,-1459
31312,300,1820,1028
31312,720,2508,1848
31312,1500,6616,6111
31313,300,1117,761
31313,720,-329,-315
31313,1500,-42,-907
31314,300,615,-148
31314,720,2389,649
31314,1500,14750,7859
31315,300,873,1130
31315,720,2099,3879
31315,1500,3659,4163
31316,300,-911,-946
31316,720,-2849,-3157
31316,1500,-981,275
31317,300,-1762,-878
31317,720,-3941,-1400
31317,1500,-6177,-174
31318,300,-5098,-2413
31318,720,-5702,-540
31318,1500,12470,23605
31319,300,-1441,-756
31319,720,-2524,-861
31319,1500,-614,662
31320,300,2039,205
31320,720,7335,3968
31320,1500,23986,18801
31321,300,1017,431
31321,720,-1025,-331
31321,1500,4904,10986
31322,300,1475,1065
31322,720,332,-1281
31322,1500,625,-2357
31323,300,-1093,-785
31323,720,839,1203
31323,1500,1739,620
31324,300,1028,162
31324,720,2721,1500
31324,1500,4409,5811
31325,300,133,-546
31325,720,-3498,-3332
31325,1500,-1862,-6971
31326,300,1589,1012
