match_id,times,tot_gold_rad,tot_gold_dire,tot_xp_rad,tot_xp_dire
227,300,5777,6080,6212,7399
227,720,19144,18200,19330,18764
227,1500,46439,44190,50533,51041
228,300,5555,5564,6399,6562
228,720,16266,14907,18161,15758
228,1500,42071,37587,47245,41815
229,300,5497,6485,5787,7438
229,720,15465,20145,16816,22378
229,1500,47280,43498,56134,49733
230,300,5769,7239,6458,7082
230,720,14903,17393,16166,17280
230,1500,41737,40173,47238,40771
231,300,5188,7108,6316,7234
231,720,14833,19426,18317,20479
231,1500,42129,43817,48760,49129
232,300,6371,4994,5991,5605
232,720,17446,17120,15080,16875
232,1500,44061,43373,44557,51053
233,300,5997,4985,6182,5683
233,720,17135,16989,17965,17967
233,1500,46440,39402,50765,47117
234,300,6802,7139,6916,7205
234,720,19790,20421,21967,23104
234,1500,51105,45049,64030,55809
235,300,6068,5743,6024,5972
235,720,14398,16735,14297,16536
235,1500,37948,37509,41713,40207
236,300,6526,4995,6522,5755
236,720,16198,14891,17858,16504
236,1500,37632,38706,40654,40969
237,300,4331,6286,5554,6891
237,720,12503,17110,16402,17991
237,1500,29710,48966,34675,51959
238,300,5875,5487,6172,5889
238,720,17371,14692,16807,14265
238,1500,37529,42885,40165,50612
239,300,4590,6195,5233,6382
239,720,16647,17240,16880,20061
239,1500,34545,62530,34723,61513
240,300,5740,4909,5952,5765
240,720,17968,15255,16573,16340
240,1500,48572,37312,54457,41808
241,300,4261,7009,5728,6855
241,720,14800,19407,15706,20099
241,1500,39103,39223,44520,43107
242,300,7011,6467,6498,5830
242,720,18375,17062,19099,17177
242,1500,50157,42121,56916,46132
243,300,6380,6715,6485,6261
243,720,18601,17554,18945,15869
243,1500,50440,48568,53371,49230
244,300,4500,6395,6053,6410
244,720,16659,15840,17878,16948
244,1500,43589,37610,49322,40391
245,300,4917,5835,5181,6486
245,720,13031,20338,13319,21227
245,1500,36035,53391,38854,54858
246,300,5664,4870,5891,5148
246,720,14826,16701,15273,17920
246,1500,35738,43530,38281,45982
247,300,5416,5989,6072,7012
247,720,15043,16739,16502,19060
247,1500,43808,40606,47733,41879
248,300,5321,5481,6052,5611
248,720,16605,16873,17777,17530
248,1500,47791,41061,49375,48681
249,300,6311,5386,6572,7102
249,720,18850,15262,21004,17407
249,1500,43910,41095,46018,45985
250,300,6278,5403,6379,5676
250,720,17237,13558,17627,14464
250,1500,44356,37629,46523,41420
251,300,4611,4893,5480,6209
251,720,13682,12167,14726,14933
251,1500,41001,34235,43713,39122
252,300,4310,5876,5523,6652
252,720,11757,17192,14251,17065
252,1500,35970,44837,40175,42463
253,300,5052,5752,5315,7637
253,720,16640,14930,15854,18071
253,1500,37167,32654,38190,39235
254,300,5309,6765,4686,6342
254,720,15879,16702,14488,15998
254,1500,47838,38234,43376,38847
255,300,5742,5214,6727,5870
255,720,16473,15104,17175,16403
255,1500,39297,38577,43650,45813
256,300,5875,6101,6230,6658
256,720,20379,17197,19099,17199
256,1500,52874,45070,60097,50795
257,300,6280,5918,5732,6938
257,720,20356,16192,19759,17274
258,300,4263,6103,5435,7128
258,720,16242,16994,17234,19064
258,1500,37131,47763,38272,53244
259,300,5330,5303,6948,6463
259,720,16949,11933,22014,14643
259,1500,55294,26011,66025,31339
260,300,4981,5408,6210,5788
260,720,12312,15980,14108,18581
260,1500,37205,43178,41246,50258
261,300,4635,6482,4602,7177
261,720,12131,16585,12088,17869
261,1500,30780,46368,33082,51215
262,300,5208,5606,5373,6891
262,720,14916,16950,15071,17958
262,1500,37548,40196,41693,44535
263,300,6046,6461,5933,6017
263,720,18553,16388,19943,17867
263,1500,53367,37521,49395,37280
264,300,7632,5079,7718,5543
264,720,22424,15347,20891,16813
264,1500,52016,39842,55065,44187
265,300,5289,5827,6672,6447
265,720,16157,15443,18784,16864
265,1500,53250,38746,51570,43031
266,300,5914,4859,6705,5649
266,720,16241,14329,16418,15607
266,1500,44798,36644,48771,41162
267,300,5072,5308,6311,6164
267,720,13555,14331,16463,17577
267,1500,42212,40000,49721,46620
268,300,4918,4083,6046,5467
268,720,13626,13029,16295,15243
268,1500,33916,36453,36648,44992
269,300,7127,6317,6399,6363
269,720,19331,17764,17466,18502
269,1500,47566,51019,45805,55252
270,300,6719,5769,6781,5748
270,720,17614,17415,17577,18590
270,1500,45997,46560,49445,53059
271,300,6080,6290,5903,7206
271,720,13516,15440,13362,17586
271,1500,36881,35747,36222,39073
272,300,5891,4601,6540,6248
272,720,17298,14080,19299,16127
272,1500,43668,45439,48533,46248
273,300,7268,6647,7749,7667
273,720,21522,18053,21973,19127
273,1500,62055,33244,58183,32603
274,300,5863,6516,7486,7190
274,720,14409,19131,16726,21000
274,1500,42616,48827,48949,55290
275,300,6646,5302,6466,6294
275,720,16570,15597,16677,17452
275,1500,53452,31119,47917,31985
276,300,3961,5710,5861,6274
276,720,12246,14506,16276,15725
276,1500,35083,38634,42352,47530
277,300,5662,5885,6324,5825
277,720,15636,14657,17098,15501
277,1500,42249,37646,49185,43852
278,300,5456,6499,6097,8372
278,720,16838,18752,19684,21142
278,1500,43499,39921,54070,45893
279,300,5244,6751,5997,6791
279,720,18404,19121,20568,20752
279,1500,43730,43631,55204,48358
280,300,5114,5923,6193,5920
280,720,13769,15134,15570,14877
280,1500,40423,41761,49306,43296
281,300,4525,5740,5177,6671
281,720,13491,18927,13485,19661
