match_id,times,tot_gold_rad,tot_gold_dire,tot_xp_rad,tot_xp_dire
20590,720,15650,12862,13477,14320
20590,1500,37965,34853,35492,34715
20591,300,4843,6592,6546,6638
20591,720,13543,15898,16818,17011
20591,1500,37595,40885,45735,42786
20592,300,6185,4080,7086,5279
20592,720,16063,11389,17923,13978
20592,1500,52073,35165,56634,42696
20593,300,6437,5564,6364,5329
20593,720,18363,16745,18238,16830
20593,1500,42449,45104,45940,51331
20594,300,5155,4931,5820,6111
20594,720,15210,13357,15699,14744
20594,1500,37142,37679,38667,42284
20595,300,4866,5994,6814,7002
20595,720,15931,17163,21450,19615
20595,1500,41940,43573,54038,46555
20596,300,4965,5324,5726,6586
20596,720,15700,16369,17676,18371
20596,1500,40860,43993,46364,50379
20597,300,4815,6779,5879,5824
20597,720,15568,17797,16945,16360
20597,1500,43520,43206,46171,40677
20598,300,5866,5571,6524,6356
20598,720,20719,13944,21120,15680
20598,1500,45002,41852,47860,48773
20599,300,5172,5013,6099,6188
20599,720,13852,14822,15700,17017
20599,1500,33887,36197,37293,44007
20600,300,5689,7446,6211,7109
20600,720,19149,18886,21043,17992
20600,1500,46317,47039,51437,48154
20601,300,5523,6589,6353,7733
20601,720,15439,20640,17578,22030
20601,1500,43061,49370,51864,53369
20602,300,5691,4541,5915,5513
20602,720,16636,14204,18511,15645
20602,1500,41293,38170,44283,42448
20603,300,6247,5864,7050,6340
20603,720,14199,16032,15804,17569
20603,1500,43013,44530,50605,52612
20604,300,6022,5953,6522,6801
20604,720,16775,15474,19196,17480
20604,1500,38837,41309,43885,47599
20605,300,6662,5845,7625,6614
20605,720,18610,15877,19968,17549
20605,1500,48698,44232,54229,47889
20606,300,5520,4870,6175,5923
20606,720,16882,13538,18411,14488
20606,1500,41587,37798,48775,40830
20607,300,6844,4954,6817,6080
20607,720,16773,14039,19000,15818
20607,1500,39224,43640,43604,49949
20608,300,5636,6156,6369,6085
20608,720,17437,17844,18812,16802
20608,1500,47636,42723,47635,41305
20609,300,5693,4857,6024,6373
20609,720,21344,16213,22865,16854
20609,1500,46354,48011,55447,54000
20610,300,8314,4759,7981,5161
20610,720,22976,15377,20747,14107
20610,1500,49485,39378,46573,38798
20611,300,4310,5893,4985,6873
20611,720,13565,14529,15496,16441
20611,1500,42230,32967,44489,35963
20612,300,6056,5819,6042,7445
20612,720,17022,16983,17368,21277
20612,1500,55911,40241,58997,46466
20613,300,4930,6988,5224,7101
20613,720,15991,19788,16895,19300
20613,1500,42971,52975,46923,55745
20614,300,6244,5657,7205,6536
20614,720,18169,18523,19535,20010
