match_id,times,tot_gold_rad,tot_gold_dire,tot_xp_rad,tot_xp_dire
40929,720,16122,15039,16626,15444
40929,1500,36374,42006,37339,46397
40930,300,4960,5057,5849,5934
40930,720,14660,15251,16440,16026
40930,1500,38594,38380,41235,44280
40931,300,6007,5535,5954,6984
40931,720,17052,16442,19273,19526
40931,1500,45783,39752,55186,47599
40932,300,5467,4986,5666,5278
40932,720,14715,15868,16050,16246
40932,1500,38376,39096,41120,41228
40933,300,4473,6349,5498,6219
40933,720,11498,16636,13183,17183
40933,1500,37274,48045,43047,47421
40934,300,4737,5749,6228,7513
40934,720,16215,14398,17803,18918
40934,1500,36050,48633,38702,61962
40935,300,4987,6080,5379,6048
40935,720,16609,16930,17329,16250
40935,1500,41006,43114,48448,47559
40936,300,6184,5908,6925,6777
40936,720,17896,16981,18102,19903
40936,1500,43612,45761,52537,56055
40937,300,5495,4719,6619,5462
40937,720,16280,13576,19262,15972
40937,1500,35999,39756,40551,48108
40938,300,4375,6287,5000,6422
40938,720,15453,16219,16593,17551
40938,1500,39566,48574,46433,58183
40939,300,6620,5728,6167,6026
40939,720,21919,17700,18525,16711
40939,1500,58063,49717,58423,52167
40940,300,4540,6972,5398,6528
40940,720,15069,19456,16800,18270
40940,1500,46321,55811,50940,59591
40941,300,6673,6387,6767,6561
40941,720,17224,16169,17185,16128
40941,1500,43506,42117,47348,48846
40942,300,5760,6185,6443,6104
40942,720,16586,16804,19158,17579
40942,1500,45010,42261,54416,46047
40943,300,5939,6835,6430,6788
40943,720,15911,15810,17487,16419
40943,1500,44409,34546,44726,35934
40944,300,5044,4898,6882,6235
40944,720,13281,13816,16824,17279
40944,1500,36240,36045,42273,46058
40945,300,6376,5523,6558,6381
40945,720,17426,16427,18012,18528
40945,1500,51343,39161,55622,44592
40946,300,6320,5910,6523,6316
40946,720,16941,17639,17760,19691
40946,1500,54737,42688,64432,43210
40947,300,7896,4275,7922,4624
40947,720,23171,10084,21835,10784
40948,300,5733,5249,6311,6402
40948,720,16191,15147,16736,16272
40948,1500,47961,37547,52405,41571
40949,300,5886,6689,6535,6249
40949,720,14333,17135,14536,16049
40949,1500,38960,58944,40964,52805
40950,300,4836,6093,6115,6571
40950,720,15274,16459,18419,17008
40950,1500,41877,48022,46069,50230
40951,300,6089,5908,5093,6649
40951,720,17289,18376,16265,17858
40951,1500,39216,46865,39993,48645
40952,300,6249,6562,6421,6701
